2024;01;01;06;-23,3
2024;01;01;06;-23,3
2024;01;01;18;-23,3
2024;01;02;06;-29,2
2024;01;02;18;-28,2
2024;01;03;06;-31
2024;01;03;18;-23,3
2024;01;04;06;-23,3
2024;01;04;18;-17,6
2024;01;05;06;-24,8
2024;01;05;18;-23,2
2024;01;06;06;-27,8
2024;01;06;18;-25,4
2024;01;07;06;-28,6
2024;01;07;18;-24,8
2024;01;08;06;-25,3
2024;01;08;18;-17
2024;01;09;06;-19
2024;01;09;18;-13,7
2024;01;10;06;-23
2024;01;10;18;-18
2024;01;11;06;-18
2024;01;11;18;-14,1
2024;01;12;06;-18,8
2024;01;12;18;-17,7
2024;01;13;06;-22,7
2024;01;13;18;-17,1
2024;01;14;06;-17,1
2024;01;14;18;-14,1
2024;01;15;06;-17,4
2024;01;15;18;-11,7
2024;01;16;06;-13,3
2024;01;16;18;-6,4
2024;01;17;06;-7,9
2024;01;17;18;-3,9
2024;01;18;06;-8,6
2024;01;18;18;-8,6
2024;01;19;06;-17,2
2024;01;19;18;-4,5
2024;01;20;06;-10,4
2024;01;20;18;-4,6
2024;01;21;06;-7,8
2024;01;21;18;-7,8
2024;01;22;06;-20,2
2024;01;22;18;-12,5
2024;01;23;06;-12,6
2024;01;23;18;-7,3
2024;01;24;06;-9,1
2024;01;24;18;-8,1
2024;01;25;06;-8,5
2024;01;25;18;-6
2024;01;26;06;-6,7
2024;01;26;18;-5,5
2024;01;27;06;-11,5
2024;01;27;18;-7,4
2024;01;28;06;-7,7
2024;01;28;18;-6,8
2024;01;29;06;-10,3
2024;01;29;18;-6,1
2024;01;30;06;-6,1
2024;01;30;18;-0,1
2024;01;31;06;-2,1
2024;01;31;18;-2,1
2024;02;01;06;-7,1
2024;02;01;18;-6,1
2024;02;02;06;-7
2024;02;02;18;-5,8
2024;02;03;06;-6
2024;02;03;18;-3,3
2024;02;04;06;-12,3
2024;02;04;18;-6,8
2024;02;05;06;-8,4
2024;02;05;18;-7,8
2024;02;06;06;-17,1
2024;02;06;18;
2024;02;07;06;-13,3
2024;02;07;18;-10,5
2024;02;08;06;-16,9
2024;02;08;18;-11,2
2024;02;09;06;-26,9
2024;02;09;18;-15,5
2024;02;10;06;-25,7
2024;02;10;18;-12,2
2024;02;11;06;-18,8
2024;02;11;18;-12,1
2024;02;12;06;-18,8
2024;02;12;18;
2024;02;13;06;-15,8
2024;02;13;18;-12,6
2024;02;14;06;-23,3
2024;02;14;18;-16,2
2024;02;15;06;-25,7
2024;02;15;18;-17,7
2024;02;16;06;-27
2024;02;16;18;-15,8
2024;02;17;06;-19,1
2024;02;17;18;-13,1
2024;02;18;06;-15
2024;02;18;18;-7,8
2024;02;19;06;-9,8
2024;02;19;18;-4,2
2024;02;20;06;-6,3
2024;02;20;18;-5
2024;02;21;06;-8,2
2024;02;21;18;-6,6
2024;02;22;06;-11,6
2024;02;22;18;-4,7
2024;02;23;06;-12
2024;02;23;18;-6,6
2024;02;24;06;-9,9
2024;02;24;18;-1,5
2024;02;25;06;-6,4
2024;02;25;18;0,9
2024;02;26;06;-6,1
2024;02;26;18;0
2024;02;27;06;-6,6
2024;02;27;18;-0,4
2024;02;28;06;-2,6
2024;02;28;18;1,3
2024;02;29;06;-2,9
