2023;01;01;06;3,2
2023;01;01;06;3,2
2023;01;01;21;3,4
2023;01;02;06;-1,5
2023;01;02;21;0,4
2023;01;03;06;-2,4
2023;01;03;21;-1,4
2023;01;04;06;-2,7
2023;01;04;21;-3,2
2023;01;05;06;-12,7
2023;01;05;21;-8,3
2023;01;06;06;-15,5
2023;01;06;21;-6,5
2023;01;07;06;-8,1
2023;01;07;21;-7,7
2023;01;08;06;-17,3
2023;01;08;21;-12,4
2023;01;09;06;-13,1
2023;01;09;21;-9,2
2023;01;10;06;-9,5
2023;01;10;21;-2,3
2023;01;11;06;-4,1
2023;01;11;21;-1,1
2023;01;12;06;-3,9
2023;01;12;21;-2,2
2023;01;13;06;-3,5
2023;01;13;21;2,8
2023;01;14;06;1,1
2023;01;14;21;2,3
2023;01;15;06;1,9
2023;01;15;21;3,4
2023;01;16;06;1,2
2023;01;16;21;3,4
2023;01;17;06;2,2
2023;01;17;21;1,5
2023;01;18;06;0,2
2023;01;18;21;3
2023;01;19;06;0,5
2023;01;19;21;5
2023;01;20;06;-0,8
2023;01;20;21;1,4
2023;01;21;06;-3,3
2023;01;21;21;-0,2
2023;01;22;06;-5,2
2023;01;22;21;-2,7
2023;01;23;06;-5,1
2023;01;23;21;-3,9
2023;01;24;06;-6,9
2023;01;24;21;-0,1
2023;01;25;06;-0,5
2023;01;25;21;2,3
2023;01;26;06;1,7
2023;01;26;21;2,8
2023;01;27;06;-0,7
2023;01;27;21;-1,8
2023;01;28;06;-5
2023;01;28;21;-4
2023;01;29;06;-4,5
2023;01;29;21;1,2
2023;01;30;06;0,1
2023;01;30;21;2,3
2023;01;31;06;0,6
2023;01;31;21;0
2023;02;01;06;-1,8
2023;02;01;21;0,7
2023;02;02;06;-0,4
2023;02;02;21;-0,1
2023;02;03;06;-1,9
2023;02;03;21;-3,7
2023;02;04;06;-5,6
2023;02;04;21;-1,4
2023;02;05;06;-5,6
2023;02;05;21;-5,1
2023;02;06;06;-6,1
2023;02;06;21;-0,4
2023;02;07;06;-3,2
2023;02;07;21;-1,1
2023;02;08;06;-2,3
2023;02;08;21;1,6
2023;02;09;06;1
2023;02;09;21;1,5
2023;02;10;06;-1,6
2023;02;10;21;0,7
2023;02;11;06;-3,9
2023;02;11;21;0,1
2023;02;12;06;-10,2
2023;02;12;21;-0,3
2023;02;13;06;-1,7
2023;02;13;21;2,7
2023;02;14;06;-1,3
2023;02;14;21;3,5
2023;02;15;06;-1,7
2023;02;15;21;3,4
2023;02;16;06;1,1
2023;02;16;21;1,3
2023;02;17;06;-3,8
2023;02;17;21;-2,6
2023;02;18;06;-2,8
2023;02;18;21;-1,6
2023;02;19;06;-4,9
2023;02;19;21;-3,3
2023;02;20;06;-9,5
2023;02;20;21;-5,2
2023;02;21;06;-11,5
2023;02;21;21;-6,7
2023;02;22;06;-14
2023;02;22;21;-6,2
2023;02;23;06;-16,3
2023;02;23;21;-6,8
2023;02;24;06;-7,7
2023;02;24;21;-1,4
2023;02;25;06;-3,1
2023;02;25;21;-1,6
2023;02;26;06;-3,8
2023;02;26;21;-3,6
2023;02;27;06;-11
2023;02;27;21;-1,6
2023;02;28;06;-2,6
2023;02;28;21;2,5
2023;03;01;06;-3,4
2023;03;01;21;-0,4
2023;03;02;06;-8,4
2023;03;02;21;3
2023;03;03;06;-1,2
2023;03;03;21;1,5
2023;03;04;06;-1,5
2023;03;04;21;2,7
2023;03;05;06;-1,2
2023;03;05;21;1,3
2023;03;06;06;-9,1
2023;03;06;21;-1
2023;03;07;06;-12,1
2023;03;07;21;-3,7
2023;03;08;06;-9,1
2023;03;08;21;0,6
2023;03;09;06;-6,1
2023;03;09;21;-4,9
2023;03;10;06;-17,3
2023;03;10;21;-1,4
2023;03;11;06;-11,4
2023;03;11;21;-2,4
2023;03;12;06;-4,9
2023;03;12;21;-3,5
2023;03;13;06;-7
2023;03;13;21;0,6
2023;03;14;06;-2,4
2023;03;14;21;7,9
2023;03;15;06;4,5
2023;03;15;21;5,7
2023;03;16;06;-0,3
2023;03;16;21;1,8
2023;03;17;06;-5,9
2023;03;17;21;5,1
2023;03;18;06;1,4
2023;03;18;21;6,5
2023;03;19;06;3,8
2023;03;19;21;6
2023;03;20;06;3,6
2023;03;20;21;10,4
2023;03;21;06;0,9
2023;03;21;21;4,2
2023;03;22;06;-1,1
2023;03;22;21;3,2
2023;03;23;06;2,2
2023;03;23;21;9,8
2023;03;24;06;1,5
2023;03;24;21;7,2
2023;03;25;06;4,9
2023;03;25;21;7,1
2023;03;26;06;1,3
2023;03;26;21;3,9
2023;03;27;06;-1,3
2023;03;27;21;0,5
2023;03;28;06;-1,1
2023;03;28;21;1,7
2023;03;29;06;-1,4
2023;03;29;21;-0,5
2023;03;30;06;-7,4
2023;03;30;21;0,9
2023;03;31;06;-1,9
2023;03;31;21;3,6
2023;04;01;06;-1,3
2023;04;01;21;1,7
2023;04;02;06;-3,6
2023;04;02;21;2,9
2023;04;03;06;
2023;04;03;21;0,4
2023;04;04;06;-1,8
