2024;01;01;06;-16,9
2024;01;01;06;-16,9
2024;01;01;21;-13,1
2024;01;02;06;-20,9
2024;01;02;21;-15,9
2024;01;03;06;-23,4
2024;01;03;21;-21,7
2024;01;04;06;-24,8
2024;01;04;21;-22,1
2024;01;05;06;-23,5
2024;01;05;21;-18,4
2024;01;06;06;-20,2
2024;01;06;21;-14,5
2024;01;07;06;-20,1
2024;01;07;21;-15,1
2024;01;08;06;-19,4
2024;01;08;21;-4,3
2024;01;09;06;-7,7
2024;01;09;21;1,4
2024;01;10;06;-3,2
2024;01;10;21;0,6
2024;01;11;06;-0,5
2024;01;11;21;-4,7
2024;01;12;06;-15,5
2024;01;12;21;-10,1
2024;01;13;06;-16,2
2024;01;13;21;-13
2024;01;14;06;-15,7
2024;01;14;21;-11,9
2024;01;15;06;-12,3
2024;01;15;21;-8,7
2024;01;16;06;-9,8
2024;01;16;21;
2024;01;17;06;-17,6
2024;01;17;21;-8,7
2024;01;18;06;-11,9
2024;01;18;21;-7,2
2024;01;19;06;-8
2024;01;19;21;-2,8
2024;01;20;06;-18,7
2024;01;20;21;-11,4
2024;01;21;06;-21,6
2024;01;21;21;-4,8
2024;01;22;06;-9
2024;01;22;21;-1,6
2024;01;23;06;-2,2
2024;01;23;21;3,4
2024;01;24;06;2,4
2024;01;24;21;2,2
2024;01;25;06;0,6
2024;01;25;21;1,2
2024;01;26;06;-2,7
2024;01;26;21;-2
2024;01;27;06;-3,6
2024;01;27;21;-1,3
2024;01;28;06;-2,2
2024;01;28;21;0,9
2024;01;29;06;0,3
2024;01;29;21;4,1
2024;01;30;06;0,7
2024;01;30;21;2
2024;01;31;06;-4
2024;01;31;21;1,5
2024;02;01;06;1,1
2024;02;01;21;2,5
2024;02;02;06;-1,8
2024;02;02;21;-0,4
2024;02;03;06;-4,3
2024;02;03;21;0,9
2024;02;04;06;-3,6
2024;02;04;21;1,3
2024;02;05;06;-1,9
2024;02;05;21;-0,7
2024;02;06;06;-5,7
2024;02;06;21;-7,2
2024;02;07;06;-14,2
2024;02;07;21;-9,5
2024;02;08;06;-16,5
2024;02;08;21;-10,8
2024;02;09;06;-19,1
2024;02;09;21;-11,9
2024;02;10;06;-15,4
2024;02;10;21;-8,9
2024;02;11;06;-14,2
2024;02;11;21;-9,7
2024;02;12;06;-10,7
2024;02;12;21;-8,1
2024;02;13;06;-13,4
2024;02;13;21;-9,9
2024;02;14;06;-12
2024;02;14;21;-7,7
2024;02;15;06;-8,2
2024;02;15;21;-4,6
2024;02;16;06;-5
2024;02;16;21;-0,4
2024;02;17;06;-3,2
2024;02;17;21;3,5
2024;02;18;06;-2
2024;02;18;21;-0,5
2024;02;19;06;-8,8
2024;02;19;21;0
2024;02;20;06;-2,3
2024;02;20;21;-0,3
2024;02;21;06;-4
2024;02;21;21;-1,2
2024;02;22;06;-1,5
2024;02;22;21;1,8
2024;02;23;06;1,6
2024;02;23;21;4,5
2024;02;24;06;3,1
2024;02;24;21;3,9
2024;02;25;06;3,7
2024;02;25;21;4,2
2024;02;26;06;2,8
2024;02;26;21;2,8
2024;02;27;06;2,5
2024;02;27;21;1,9
2024;02;28;06;0,8
2024;02;28;21;2,6
2024;02;29;06;1,1
2024;02;29;21;2,7
2024;03;01;06;0,5
2024;03;01;21;1
2024;03;02;06;0,2
2024;03;02;21;4,7
2024;03;03;06;3,7
2024;03;03;21;6,8
2024;03;04;06;-2,5
2024;03;04;21;6,2
2024;03;05;06;-1,2
2024;03;05;21;1,3
2024;03;06;06;-5,4
2024;03;06;21;1,6
2024;03;07;06;-3
2024;03;07;21;-1,6
2024;03;08;06;-2,6
2024;03;08;21;3,1
2024;03;09;06;-5,2
2024;03;09;21;0
2024;03;10;06;-5,7
2024;03;10;21;0,6
2024;03;11;06;-2,9
2024;03;11;21;3,4
2024;03;12;06;-5,2
2024;03;12;21;5,2
2024;03;13;06;-2,2
2024;03;13;21;8,1
2024;03;14;06;2,3
2024;03;14;21;5,4
2024;03;15;06;4,5
2024;03;15;21;6,6
2024;03;16;06;5,9
2024;03;16;21;8,4
2024;03;17;06;6,6
2024;03;17;21;6
2024;03;18;06;-3,4
2024;03;18;21;0,3
2024;03;19;06;-1
2024;03;19;21;5,7
2024;03;20;06;-0,1
2024;03;20;21;4,9
2024;03;21;06;1,3
2024;03;21;21;5,8
2024;03;22;06;4
2024;03;22;21;4,8
2024;03;23;06;2,8
2024;03;23;21;3,1
2024;03;24;06;1,8
2024;03;24;21;7,4
2024;03;25;06;0,5
2024;03;25;21;3,3
2024;03;26;06;-1,7
2024;03;26;21;7,6
2024;03;27;06;-1
2024;03;27;21;10
2024;03;28;06;3,5
2024;03;28;21;13,7
2024;03;29;06;7,8
2024;03;29;21;14,4
2024;03;30;06;3,6
2024;03;30;21;8,5
2024;03;31;06;1,2
2024;03;31;21;14,5
2024;04;01;06;10
2024;04;01;21;19,6
2024;04;02;06;3,7
2024;04;02;21;7,6
2024;04;03;06;0,7
2024;04;03;21;0,9
2024;04;04;06;-4,3
2024;04;04;21;-0,7
2024;04;05;06;-5
2024;04;05;21;1,7
2024;04;06;06;-0,9
2024;04;06;21;3,7
2024;04;07;06;0,8
2024;04;07;21;10
2024;04;08;06;8,2
2024;04;08;21;14,4
2024;04;09;06;6,1
2024;04;09;21;16,5
2024;04;10;06;4,1
2024;04;10;21;21,5
2024;04;11;06;6,5
2024;04;11;21;11,6
2024;04;12;06;5,8
2024;04;12;21;8,6
2024;04;13;06;1,6
2024;04;13;21;14,4
2024;04;14;06;7,6
2024;04;14;21;11,9
2024;04;15;06;4,8
2024;04;15;21;7,7
2024;04;16;06;5
2024;04;16;21;8,6
2024;04;17;06;2,9
2024;04;17;21;2,5
2024;04;18;06;-1,6
2024;04;18;21;0,6
2024;04;19;06;-2,1
2024;04;19;21;-0,7
2024;04;20;06;-3,4
2024;04;20;21;2
2024;04;21;06;0,9
2024;04;21;21;7,6
2024;04;22;06;2,1
2024;04;22;21;8,8
2024;04;23;06;5,5
2024;04;23;21;6
2024;04;24;06;1,5
2024;04;24;21;6,1
2024;04;25;06;3,6
2024;04;25;21;8,3
2024;04;26;06;6,2
2024;04;26;21;12,1
2024;04;27;06;2,6
2024;04;27;21;13,5
2024;04;28;06;6,9
2024;04;28;21;16,7
2024;04;29;06;5,4
2024;04;29;21;22,4
2024;04;30;06;10,8
2024;04;30;21;14,6
2024;05;01;06;4,2
